Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"European Equities"
"28 Jan 2024"
"All datapoints provided as of end of last active trading day."
"AB SCIENCE";FR0010557264;AB;"Euronext Paris";EUR;3.81;4.00;3.77;3.85;"26/01/2024 17:35";CET;259742;1003949.65;3.85;26/01/2024
"ABC ARBITRAGE";FR0004040608;ABCA;"Euronext Paris";EUR;4.435;4.48;4.42;4.435;"26/01/2024 17:35";CET;39705;176514.755;4.435;26/01/2024
ABEO;FR0013185857;ABEO;"Euronext Paris";EUR;14.90;14.90;13.50;14.60;"26/01/2024 17:36";CET;3068;43714.35;14.60;26/01/2024
"ABIONYX PHARMA";FR0012616852;ABNX;"Euronext Paris";EUR;1.23;1.256;1.23;1.25;"26/01/2024 17:35";CET;15551;19215.692;1.25;26/01/2024
ABIVAX;FR0012333284;ABVX;"Euronext Paris";EUR;11.08;11.70;10.90;11.62;"26/01/2024 17:36";CET;37050;420751.42;11.62;26/01/2024
"ABL Diagnostics";FR001400AHX6;ABLD;"Euronext Paris";EUR;9.70;9.70;9.70;9.70;"13/10/2023 11:30";CET;15;145.50;9.70;26/01/2024
"ABO GROUP";BE0974278104;ABO;"Euronext Brussels, Paris";EUR;5.90;5.90;5.80;5.80;"25/01/2024 17:35";CET;165;958.50;5.80;26/01/2024
"ACANTHE DEV.";FR0000064602;ACAN;"Euronext Paris";EUR;0.392;0.394;0.382;0.394;"26/01/2024 15:55";CET;9236;3592.558;0.394;26/01/2024
ACCOR;FR0000120404;AC;"Euronext Paris";EUR;36.64;37.33;36.54;37.02;"26/01/2024 17:37";CET;826841;30640109.72;37.02;26/01/2024
ACTEOS;FR0000076861;EOS;"Euronext Paris";EUR;1.50;1.56;1.50;1.50;"26/01/2024 16:19";CET;5581;8484.29;1.50;26/01/2024
"ADC SIIC";BE0974269012;ALDV;"Euronext Paris";EUR;0.066;0.066;0.066;0.066;"26/01/2024 16:30";CET;1308;86.328;0.066;26/01/2024
ADOCIA;FR0011184241;ADOC;"Euronext Paris";EUR;10.50;10.84;10.48;10.66;"26/01/2024 17:36";CET;90457;964568.62;10.66;26/01/2024
ADP;FR0010340141;ADP;"Euronext Paris";EUR;124.30;125.40;123.20;125.40;"26/01/2024 17:36";CET;135676;16982793.40;125.40;26/01/2024
ADUX;FR0012821890;ADUX;"Euronext Paris, Amsterdam";EUR;1.345;1.35;1.34;1.34;"26/01/2024 17:35";CET;688;923.66;1.34;26/01/2024
"AELIS FARMA";FR0014007ZB4;AELIS;"Euronext Paris";EUR;13.55;13.60;13.45;13.60;"26/01/2024 17:37";CET;102;1378.20;13.60;26/01/2024
"AERKOMM INC";US00774B2088;AKOM;"Euronext Paris";EUR;2.22;2.22;2.22;2.22;"08/12/2023 11:45";CET;30;66.60;2.22;26/01/2024
"AFFLUENT MED BSAR";FR001400FL38;AFMBS;"Euronext Paris";EUR;0.01;0.01;0.01;0.01;"26/01/2024 15:25";CET;1027;10.27;0.01;26/01/2024
"AFFLUENT MEDICAL";FR0013333077;AFME;"Euronext Paris";EUR;1.70;1.70;1.62;1.62;"26/01/2024 15:05";CET;152;252.40;1.62;26/01/2024
"AIR FRANCE -KLM";FR001400J770;AF;"Euronext Paris, Amsterdam";EUR;12.244;12.382;12.048;12.35;"26/01/2024 17:35";CET;1157384;14194891.58;12.35;26/01/2024
"AIR LIQUIDE";FR0000120073;AI;"Euronext Paris";EUR;171.62;172.78;171.12;171.48;"26/01/2024 17:35";CET;629109;108015452.90;171.48;26/01/2024
AIRBUS;NL0000235190;AIR;"Euronext Paris";EUR;148.56;149.40;148.24;149.28;"26/01/2024 17:38";CET;796083;118640902.62;149.28;26/01/2024
AKWEL;FR0000053027;AKW;"Euronext Paris";EUR;16.22;16.24;15.64;16.12;"26/01/2024 17:35";CET;23287;375998.58;16.12;26/01/2024
"ALAN ALLMAN";FR0000062465;AAA;"Euronext Paris";EUR;10.55;10.55;10.55;10.55;"26/01/2024 09:00";CET;183;1930.65;10.55;26/01/2024
ALD;FR0013258662;ALD;"Euronext Paris";EUR;5.97;6.135;5.875;6.115;"26/01/2024 17:35";CET;1176423;7112913.975;6.115;26/01/2024
"ALPES (COMPAGNIE)";FR0000053324;CDA;"Euronext Paris";EUR;15.04;15.32;15.04;15.18;"26/01/2024 17:35";CET;28893;439510.16;15.18;26/01/2024
ALSTOM;FR0010220475;ALO;"Euronext Paris";EUR;11.415;11.775;11.37;11.695;"26/01/2024 17:38";CET;2866196;33439153.52;11.695;26/01/2024
ALTAMIR;FR0000053837;LTA;"Euronext Paris";EUR;24.20;24.50;24.10;24.50;"26/01/2024 17:35";CET;792;19295.30;24.50;26/01/2024
ALTAREA;FR0000033219;ALTA;"Euronext Paris";EUR;80.00;81.10;80.00;80.60;"26/01/2024 17:36";CET;3176;255747.90;80.60;26/01/2024
ALTAREIT;FR0000039216;AREIT;"Euronext Paris";EUR;454.00;454.00;442.00;442.00;"26/01/2024 13:36";CET;2;896.00;442.00;26/01/2024
ALTEN;FR0000071946;ATE;"Euronext Paris";EUR;142.70;143.50;140.50;142.80;"26/01/2024 17:35";CET;52758;7517251.80;142.80;26/01/2024
"ALTUR INVEST.";FR0010395681;ALTUR;"Euronext Paris";EUR;11.00;11.00;11.00;11.00;"26/01/2024 17:35";CET;89782;987602.00;11.00;26/01/2024
"AMPLITUDE SURGICAL";FR0012789667;AMPLI;"Euronext Paris";EUR;3.26;3.26;3.20;3.26;"26/01/2024 17:35";CET;503;1621.78;3.26;26/01/2024
AMUNDI;FR0004125920;AMUN;"Euronext Paris";EUR;64.20;65.10;63.90;64.65;"26/01/2024 17:36";CET;111249;7197253.30;64.65;26/01/2024
"ANTIN INFRA PARTN";FR0014005AL0;ANTIN;"Euronext Paris";EUR;16.35;17.15;16.05;16.60;"26/01/2024 17:36";CET;138137;2295528.40;16.60;26/01/2024
APERAM;LU0569974404;APAM;"Euronext Amsterdam, Brussels, Paris";EUR;29.71;29.72;29.39;29.55;"26/01/2024 17:35";CET;111135;3284585.38;29.55;26/01/2024
"ARAMIS GROUP";FR0014003U94;ARAMI;"Euronext Paris";EUR;3.97;3.995;3.93;3.97;"26/01/2024 17:37";CET;13955;55170.58;3.97;26/01/2024
"ARCELORMITTAL SA";LU1598757687;MT;"Euronext Amsterdam, Paris";EUR;25.42;25.605;25.33;25.38;"26/01/2024 17:35";CET;1511776;38465961.29;25.38;26/01/2024
ARGAN;FR0010481960;ARG;"Euronext Paris";EUR;80.60;81.30;80.20;81.00;"26/01/2024 17:35";CET;8028;647892.90;81.00;26/01/2024
ARKEMA;FR0010313833;AKE;"Euronext Paris";EUR;101.40;103.90;101.15;103.05;"26/01/2024 17:35";CET;164556;16945936.00;103.05;26/01/2024
ARTEA;FR0012185536;ARTE;"Euronext Paris";EUR;14.40;14.40;14.40;14.40;"26/01/2024 09:00";CET;1;14.40;14.40;26/01/2024
"ARTMARKET COM";FR0000074783;PRC;"Euronext Paris";EUR;4.835;6.15;4.835;5.51;"26/01/2024 17:35";CET;72315;402705.665;5.51;26/01/2024
"ARTOIS NOM.";FR0000076952;ARTO;"Euronext Paris";EUR;5100.00;5100.00;5100.00;5100.00;"26/01/2024 14:53";CET;4;20400.00;5100.00;26/01/2024
"ARVERNE GROUP";FR001400JWR8;ARVEN;"Euronext Paris";EUR;8.989;8.99;8.90;8.901;"26/01/2024 17:23";CET;856;7639.797;8.901;26/01/2024
"ARVERNE WARRANT";FR0014003AC4;ARVBS;"Euronext Paris";EUR;0.06;0.06;0.06;0.06;"17/01/2024 10:38";CET;5;0.30;0.06;26/01/2024
ASSYSTEM;FR0000074148;ASY;"Euronext Paris";EUR;51.00;52.60;50.60;52.00;"26/01/2024 17:35";CET;32484;1683425.40;52.00;26/01/2024
ATEME;FR0011992700;ATEME;"Euronext Paris";EUR;6.84;6.84;6.60;6.70;"26/01/2024 17:35";CET;3478;23245.96;6.70;26/01/2024
ATLAND;FR0013455482;ATLD;"Euronext Paris";EUR;42.00;42.00;41.00;41.40;"26/01/2024 17:29";CET;1885;78362.60;41.40;26/01/2024
ATOS;FR0000051732;ATO;"Euronext Paris";EUR;4.416;4.622;4.15;4.448;"26/01/2024 17:35";CET;3210941;14119986.159;4.448;26/01/2024
AUBAY;FR0000063737;AUB;"Euronext Paris";EUR;42.00;42.25;41.45;41.55;"26/01/2024 17:35";CET;12881;537245.05;41.55;26/01/2024
"AUGROS COSMETICS";FR0000061780;AUGR;"Euronext Paris";EUR;6.90;6.90;6.90;6.90;"26/01/2024 11:30";CET;416;2870.40;6.90;26/01/2024
AUREA;FR0000039232;AURE;"Euronext Paris";EUR;5.32;5.50;5.26;5.26;"26/01/2024 17:35";CET;96;505.26;5.26;26/01/2024
"AVENIR TELECOM";FR001400CFI7;AVT;"Euronext Paris";EUR;0.1568;0.159;0.145;0.155;"26/01/2024 17:35";CET;445573;68547.1558;0.155;26/01/2024
AXA;FR0000120628;CS;"Euronext Paris";EUR;30.815;31.16;30.815;30.92;"26/01/2024 17:35";CET;2924888;90554164.005;30.92;26/01/2024
"AXA NV24";FR001400M7B2;CSNV;"Euronext Paris";EUR;28.90;28.90;28.90;28.90;"26/01/2024 16:30";CET;285;8236.50;28.90;26/01/2024
"AXWAY SOFTWARE";FR0011040500;AXW;"Euronext Paris";EUR;28.90;30.90;28.90;30.30;"26/01/2024 17:35";CET;5532;165288.00;30.30;26/01/2024
"BAINS MER MONACO";MC0000031187;BAIN;"Euronext Paris";EUR;102.50;103.00;102.50;103.00;"26/01/2024 17:35";CET;124;12749.50;103.00;26/01/2024
BALYO;FR0013258399;BALYO;"Euronext Paris";EUR;0.80;0.821;0.79;0.791;"26/01/2024 17:35";CET;13528;10899.696;0.791;26/01/2024
"BARBARA BUI";FR0000062788;BUI;"Euronext Paris";EUR;7.25;7.25;7.25;7.25;"25/01/2024 16:30";CET;10;72.50;7.25;26/01/2024
BASSAC;FR0004023208;BASS;"Euronext Paris";EUR;44.00;46.30;44.00;46.30;"26/01/2024 17:35";CET;282;12631.50;46.30;26/01/2024
"BASTIDE LE CONFORT";FR0000035370;BLC;"Euronext Paris";EUR;22.00;22.05;21.65;21.70;"26/01/2024 17:35";CET;6358;138891.85;21.70;26/01/2024
BELIEVE;FR0014003FE9;BLV;"Euronext Paris";EUR;10.70;10.76;10.50;10.56;"26/01/2024 17:35";CET;19055;202423.30;10.56;26/01/2024
BENETEAU;FR0000035164;BEN;"Euronext Paris";EUR;11.10;11.32;11.06;11.22;"26/01/2024 17:37";CET;108402;1214962.96;11.22;26/01/2024
BIC;FR0000120966;BB;"Euronext Paris";EUR;65.00;65.40;64.85;65.25;"26/01/2024 17:35";CET;17676;1151995.05;65.25;26/01/2024
"BIGBEN INTERACTIVE";FR0000074072;BIG;"Euronext Paris";EUR;3.38;3.40;3.32;3.33;"26/01/2024 17:35";CET;18850;63362.88;3.33;26/01/2024
BIOMERIEUX;FR0013280286;BIM;"Euronext Paris";EUR;104.50;106.00;104.50;104.95;"26/01/2024 17:35";CET;76772;8063855.75;104.95;26/01/2024
BIOSENIC;BE0974280126;BIOS;"Euronext Brussels, Paris";EUR;0.042;0.0434;0.0384;0.04;"26/01/2024 17:18";CET;1996472;80851.0128;0.04;26/01/2024
BLEECKER;FR0000062150;BLEE;"Euronext Paris";EUR;161.00;161.00;161.00;161.00;"26/01/2024 11:31";CET;4;644.00;161.00;26/01/2024
"BNP PARIBAS ACT.A";FR0000131104;BNP;"Euronext Paris";EUR;62.00;62.71;61.59;62.55;"26/01/2024 17:37";CET;2078747;129799946.60;62.55;26/01/2024
BOIRON;FR0000061129;BOI;"Euronext Paris";EUR;41.14;42.18;41.08;41.16;"26/01/2024 17:35";CET;8015;333075.74;41.16;26/01/2024
BOLLORE;FR0000039299;BOL;"Euronext Paris";EUR;5.925;6.02;5.92;5.97;"26/01/2024 17:35";CET;701693;4192070.325;5.97;26/01/2024
BONDUELLE;FR0000063935;BON;"Euronext Paris";EUR;10.02;10.20;9.98;10.08;"26/01/2024 17:36";CET;10303;103876.46;10.08;26/01/2024
"BOURSE DIRECT";FR0000074254;BSD;"Euronext Paris";EUR;5.04;5.14;4.98;5.14;"26/01/2024 17:35";CET;3145;15823.09;5.14;26/01/2024
BOUYGUES;FR0000120503;EN;"Euronext Paris";EUR;35.10;35.34;35.06;35.21;"26/01/2024 17:35";CET;458716;16152880.09;35.21;26/01/2024
"BOUYGUES NV24";FR001400M3D7;ENNV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;34.12;26/01/2024
"BUREAU VERITAS";FR0006174348;BVI;"Euronext Paris";EUR;24.50;24.92;24.49;24.80;"26/01/2024 17:35";CET;652556;16169106.48;24.80;26/01/2024
BURELLE;FR0000061137;BUR;"Euronext Paris";EUR;397.00;397.00;393.00;396.00;"26/01/2024 17:06";CET;64;25288.00;396.00;26/01/2024
"CA TOULOUSE 31 CCI";FR0000045544;CAT31;"Euronext Paris";EUR;68.47;68.47;67.00;67.00;"26/01/2024 15:52";CET;165;11195.91;67.00;26/01/2024
CAFOM;FR0010151589;CAFO;"Euronext Paris";EUR;9.76;9.80;9.68;9.80;"26/01/2024 11:31";CET;295;2882.40;9.80;26/01/2024
"CAMBODGE NOM.";FR0000079659;CBDG;"Euronext Paris";EUR;6550.00;6700.00;6550.00;6700.00;"26/01/2024 16:30";CET;2;13250.00;6700.00;26/01/2024
CAPGEMINI;FR0000125338;CAP;"Euronext Paris";EUR;204.60;207.40;203.70;205.90;"26/01/2024 17:39";CET;362745;74667205.70;205.90;26/01/2024
CARMILA;FR0010828137;CARM;"Euronext Paris";EUR;16.28;16.40;16.24;16.40;"26/01/2024 17:37";CET;25591;417713.12;16.40;26/01/2024
"CARPINIENNE PART.";FR0000064156;CARP;"Euronext Paris";EUR;6.30;6.30;6.30;6.30;"21/08/2023 11:30";CET;110;693.00;6.30;26/01/2024
CARREFOUR;FR0000120172;CA;"Euronext Paris";EUR;16.055;16.35;16.055;16.15;"26/01/2024 17:38";CET;1740150;28159688.03;16.15;26/01/2024
"CASINO GUICHARD";FR0000125585;CO;"Euronext Paris";EUR;0.625;0.625;0.592;0.6015;"26/01/2024 17:35";CET;633178;382416.2105;0.6015;26/01/2024
"CATANA GROUP";FR0010193052;CATG;"Euronext Paris";EUR;5.78;5.80;5.73;5.76;"26/01/2024 17:37";CET;51860;299196.17;5.76;26/01/2024
"CATERPILLAR INC";US1491231015;CATR;"Euronext Paris";EUR;270.00;270.00;270.00;270.00;"25/01/2024 14:59";CET;5;1350.00;270.00;26/01/2024
"CBO TERRITORIA";FR0010193979;CBOT;"Euronext Paris";EUR;3.64;3.65;3.63;3.65;"26/01/2024 17:35";CET;10106;36793.55;3.65;26/01/2024
CEGEDIM;FR0000053506;CGM;"Euronext Paris";EUR;18.20;18.20;17.20;17.60;"26/01/2024 17:37";CET;28019;490237.08;17.60;26/01/2024
"CELYAD ONCOLOGY";BE0974260896;CYAD;"Euronext Brussels, Paris";EUR;0.371;0.47;0.37;0.449;"26/01/2024 17:28";CET;275453;116319.124;0.449;26/01/2024
CFI;FR0000037475;CFI;"Euronext Paris";EUR;0.60;0.60;0.60;0.60;"23/01/2024 11:30";CET;2000;1200.00;0.60;26/01/2024
CGG;FR0013181864;CGG;"Euronext Paris";EUR;0.4704;0.4708;0.4594;0.4632;"26/01/2024 17:35";CET;5921574;2754245.3708;0.4632;26/01/2024
CHARGEURS;FR0000130692;CRI;"Euronext Paris";EUR;11.84;11.90;11.84;11.88;"26/01/2024 17:35";CET;47775;567109.58;11.88;26/01/2024
CHAUSSERIA;FR0000060907;CHSR;"Euronext Paris";EUR;8.00;8.00;8.00;8.00;"08/01/2024 11:30";CET;55;440.00;8.00;26/01/2024
"CHRISTIAN DIOR";FR0000130403;CDI;"Euronext Paris";EUR;699.00;744.00;699.00;735.00;"26/01/2024 17:35";CET;17544;12683684.50;735.00;26/01/2024
CLARANOVA;FR0013426004;CLA;"Euronext Paris";EUR;2.29;2.31;2.215;2.215;"26/01/2024 17:35";CET;139173;313141.165;2.215;26/01/2024
CLARIANE;FR0010386334;CLARI;"Euronext Paris";EUR;2.294;2.386;2.212;2.368;"26/01/2024 17:35";CET;708923;1640106.77;2.368;26/01/2024
CNOVA;NL0010949392;CNV;"Euronext Paris";EUR;1.80;1.80;1.75;1.75;"26/01/2024 13:17";CET;51;89.30;1.75;26/01/2024
COFACE;FR0010667147;COFA;"Euronext Paris";EUR;12.41;12.60;12.35;12.54;"26/01/2024 17:35";CET;118080;1479067.54;12.54;26/01/2024
COHERIS;FR0004031763;COH;"Euronext Paris";EUR;5.30;5.40;5.30;5.40;"26/01/2024 17:23";CET;1314;7058.10;5.40;26/01/2024
"COMPAGNIE ODET";FR0000062234;ODET;"Euronext Paris";EUR;1476.00;1490.00;1458.00;1474.00;"26/01/2024 17:36";CET;415;613082.00;1474.00;26/01/2024
COTY;US2220702037;COTY;"Euronext Paris";EUR;11.11;11.308;11.11;11.26;"26/01/2024 17:12";CET;476;5324.30;11.26;26/01/2024
COURTOIS;FR0000065393;COUR;"Euronext Paris";EUR;130.00;130.00;130.00;130.00;"25/01/2024 16:30";CET;789;102570.00;130.00;26/01/2024
COVIVIO;FR0000064578;COV;"Euronext Paris";EUR;45.74;45.80;44.98;45.62;"26/01/2024 17:35";CET;116071;5289476.76;45.62;26/01/2024
"COVIVIO HOTELS";FR0000060303;COVH;"Euronext Paris";EUR;16.35;16.40;16.25;16.35;"26/01/2024 17:35";CET;941;15357.20;16.35;26/01/2024
"CRCAM ALP.PROV.CCI";FR0000044323;CRAP;"Euronext Paris";EUR;69.11;70.00;69.10;69.10;"26/01/2024 16:22";CET;157;10880.21;69.10;26/01/2024
"CRCAM ATL.VEND.CCI";FR0000185506;CRAV;"Euronext Paris";EUR;81.50;81.50;80.51;81.50;"26/01/2024 17:35";CET;56;4547.11;81.50;26/01/2024
"CRCAM BRIE PIC2CCI";FR0010483768;CRBP2;"Euronext Paris";EUR;17.498;17.682;17.498;17.626;"26/01/2024 17:35";CET;3807;67000.732;17.626;26/01/2024
"CRCAM ILLE-VIL.CCI";FR0000045213;CIV;"Euronext Paris";EUR;61.00;61.00;60.01;60.99;"26/01/2024 17:17";CET;160;9690.20;60.99;26/01/2024
"CRCAM LANGUED CCI";FR0010461053;CRLA;"Euronext Paris";EUR;48.005;48.025;48.00;48.00;"26/01/2024 16:48";CET;574;27563.79;48.00;26/01/2024
"CRCAM LOIRE HTE L.";FR0000045239;CRLO;"Euronext Paris";EUR;57.51;57.51;57.50;57.50;"26/01/2024 09:39";CET;43;2472.51;57.50;26/01/2024
"CRCAM MORBIHAN CCI";FR0000045551;CMO;"Euronext Paris";EUR;65.50;66.00;65.50;66.00;"26/01/2024 10:56";CET;31;2045.50;66.00;26/01/2024
"CRCAM NORD CCI";FR0000185514;CNDF;"Euronext Paris";EUR;12.40;12.40;12.208;12.256;"26/01/2024 17:35";CET;4919;60505.974;12.256;26/01/2024
"CRCAM NORM.SEINE";FR0000044364;CCN;"Euronext Paris";EUR;74.29;75.50;73.50;75.50;"26/01/2024 17:35";CET;326;24253.18;75.50;26/01/2024
"CRCAM PARIS ET IDF";FR0000045528;CAF;"Euronext Paris";EUR;66.81;66.81;65.01;65.05;"26/01/2024 17:35";CET;557;36755.20;65.05;26/01/2024
"CRCAM SUD R.A.CCI";FR0000045346;CRSU;"Euronext Paris";EUR;116.02;116.40;116.02;116.40;"26/01/2024 16:19";CET;69;8031.22;116.40;26/01/2024
"CRCAM TOURAINE CCI";FR0000045304;CRTO;"Euronext Paris";EUR;76.51;76.51;76.50;76.50;"26/01/2024 16:28";CET;184;14076.43;76.50;26/01/2024
"CREDIT AGRICOLE";FR0000045072;ACA;"Euronext Paris";EUR;13.404;13.546;13.388;13.468;"26/01/2024 17:35";CET;3893780;52451278.52;13.468;26/01/2024
CROSSWOOD;FR0000050395;CROS;"Euronext Paris";EUR;8.85;8.85;7.85;7.85;"15/01/2024 16:30";CET;23;193.55;7.85;26/01/2024
DANONE;FR0000120644;BN;"Euronext Paris";EUR;61.24;61.55;60.98;61.29;"26/01/2024 17:35";CET;1153251;70675725.61;61.29;26/01/2024
"DASSAULT AVIATION";FR0014004L86;AM;"Euronext Paris";EUR;173.30;173.90;171.90;172.50;"26/01/2024 17:35";CET;41134;7103037.10;172.50;26/01/2024
"DASSAULT SYSTEMES";FR0014003TT8;DSY;"Euronext Paris";EUR;47.405;48.11;47.08;47.805;"26/01/2024 17:35";CET;979776;46837915.695;47.805;26/01/2024
"DBV TECHNOLOGIES";FR0010417345;DBV;"Euronext Paris";EUR;1.78;1.831;1.75;1.814;"26/01/2024 17:35";CET;174635;314316.478;1.814;26/01/2024
DEEZER;FR001400AYG6;DEEZR;"Euronext Paris";EUR;2.145;2.145;2.145;2.145;"26/01/2024 12:18";CET;54;115.83;2.145;26/01/2024
"DEEZER WARRANTS";FR0014004JF6;DEEZW;"Euronext Paris";EUR;0.0005;0.0005;0.0005;0.0005;"12/12/2023 10:23";CET;50001;25.00;0.0005;26/01/2024
DEKUPLE;FR0000062978;DKUPL;"Euronext Paris";EUR;29.50;29.80;29.50;29.50;"26/01/2024 17:28";CET;389;11522.10;29.50;26/01/2024
DERICHEBOURG;FR0000053381;DBG;"Euronext Paris";EUR;4.88;4.90;4.822;4.882;"26/01/2024 17:35";CET;151645;738082.966;4.882;26/01/2024
"DOCK.PETR.AMBES AM";FR0000065260;DPAM;"Euronext Paris";EUR;486.00;486.00;478.00;478.00;"26/01/2024 16:30";CET;34;16516.00;478.00;26/01/2024
EDENRED;FR0010908533;EDEN;"Euronext Paris";EUR;56.76;57.02;56.48;56.48;"26/01/2024 17:35";CET;380108;21502240.72;56.48;26/01/2024
EIFFAGE;FR0000130452;FGR;"Euronext Paris";EUR;98.86;99.04;97.96;98.36;"26/01/2024 17:35";CET;299800;29491643.84;98.36;26/01/2024
EKINOPS;FR0011466069;EKI;"Euronext Paris";EUR;4.69;4.845;4.68;4.845;"26/01/2024 17:35";CET;10595;50521.62;4.845;26/01/2024
